TOT_POP,0-9,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,Asian-alone pop,Hawaiian/Pacific Islander-alone pop,POP_ESTIMATE_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,POVALL_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Family Medicine/General Practice Primary Care (2019),ICU Beds_x,Total Population,Population Aged 60+,county_pop2018_18 and older,anycondition_number,Obesity_number,COPD_number,diabetes_number,CKD_number,Heart disease_number
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,186.3888393,170,367747,70976,278944,129933,105999,24136,34603,8368,20005
82753,10937,11471,10743,10324,10357,9309,5953,3194,72470,31,60,82753,5020,18106,14419,8238,45295,44110,1185,41.09283209,17,81024,16862,63064,29197,20117,5341,7412,1785,4489
8653,1097,959,956,1043,1222,1061,701,370,8387,28,5,8653,614,2516,1710,985,4574,4427,147,4.296838496,0,8685,2012,6508,3194,2447,728,905,224,580
11930,1382,1338,1280,1395,1657,1624,1141,648,11568,44,4,11930,914,4151,2394,1651,5341,5135,206,5.924105311,0,12214,3332,9333,4519,3239,1073,1314,329,867
66999,9488,7567,8786,9319,9158,6983,3908,2042,62294,2049,30,66999,2699,9025,10117,3585,35904,34933,971,33.26983501,8,63013,11259,49281,18062,14439,3260,4691,1186,2778
15234,1307,1400,1495,1799,2437,2691,1713,682,14743,69,3,15234,992,3682,3527,1519,7659,7416,243,7.564779573,0,15007,4827,12502,5701,4213,1286,1694,423,1103
20127,2296,2210,2196,2528,2864,2721,1776,918,19629,35,5,20127,1511,5684,4353,1756,10264,9928,336,9.994506923,0,19994,5056,15676,7496,5878,1605,2032,504,1327
37955,4750,4509,4423,4807,5199,4756,2846,1775,35191,827,73,37955,4098,9931,8303,5004,18296,17620,676,18.84739456,5,38248,8878,29203,14498,10688,3141,4104,995,2545
117360,14558,14992,16085,15573,15818,13928,8181,4023,102969,1335,93,117360,8607,27298,27219,12975,61620,59509,2111,58.27770321,25,114893,23978,90984,45730,34483,8419,11159,2693,6670
26170,3241,3039,3144,3263,3617,3448,1947,1160,25467,96,12,26170,1520,8082,5530,3545,12332,11850,482,12.9952922,0,26375,6400,20146,9962,7212,2088,2686,643,1675
32250,4498,3826,3840,3819,4165,3713,2154,1539,31386,138,12,32250,2920,9343,5415,3732,17200,16715,485,16.01445065,0,32455,7149,23796,11266,8781,2363,3171,759,1925
10558,1164,1144,1097,1269,1667,1544,955,392,10258,22,9,10558,1331,3447,1832,1654,4958,4736,222,5.242808372,0,10598,2693,8283,4446,3206,1064,1268,303,823
33147,5408,4205,3927,3533,3962,3589,2177,1260,31725,169,41,33147,5465,6886,5237,3752,16531,16084,447,16.45987584,5,32777,6611,23435,10587,7499,2702,3091,779,2001
49568,5565,5512,5581,6401,7587,6583,3786,1893,48252,226,32,49568,3206,13735,9856,4577,26132,25182,950,24.61408651,8,49564,11201,38506,17448,13131,3693,4696,1157,2969
26794,3542,3289,3141,3230,3726,3230,1906,1124,25928,356,11,26794,1612,7798,4897,3077,14967,14519,448,13.3051532,0,26480,5924,20239,8838,6659,1922,2467,606,1565
43226,5566,5519,5105,5324,6006,5183,3030,1625,42128,226,32,43226,2800,12002,8821,4309,22501,21865,636,21.46482617,8,42524,9197,32765,13530,10944,3091,3859,957,2441
114772,11415,374,11663,12080,13703,12636,8641,5149,101925,1573,73,114772,7620,24588,21655,502,54159,51986,2173,56.99257458,36,115938,25540,93698,42276,31389,9026,11383,2891,7094
42565,5526,4834,4901,4969,6236,5371,3049,1978,41351,309,98,42565,2841,11137,8134,3155,23357,22777,580,21.136592,26,42379,9945,32288,13482,10720,2943,3774,964,2444
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,102.0753636,35,202924,38669,148995,65888,52744,14325,18736,4647,11210
23047,2499,2606,2460,3009,3153,3178,2002,1153,22254,86,1,23047,2837,6985,4546,3280,9203,8776,427,11.44449749,20,23426,6065,18073,10018,6994,2225,2743,658,1744
77781,9413,9871,9831,9867,11049,9701,5337,2754,70425,928,36,77781,5104,15760,16123,7231,41401,40026,1375,38.62387554,16,76481,16661,60172,24277,18413,5173,6811,1708,4092
16351,1896,1886,1800,1964,2367,2071,1455,872,15921,57,13,16351,1301,5097,3404,1799,8131,7837,294,8.119450624,0,16620,4359,12783,5944,4423,1362,1717,423,1107
22736,2666,2458,2495,2852,3346,3086,1770,968,22141,244,4,22736,1845,6674,3986,1939,11395,10972,423,11.29006357,7,22835,5422,17505,8255,5934,1783,2224,547,1447
20092,2485,2267,2273,2402,2676,2648,1718,950,19319,121,5,20092,1748,5606,4542,2684,9958,9620,338,9.977126899,4,20296,5248,15392,7445,5680,1631,2081,508,1322
33452,4291,3987,4011,4028,4666,4169,2476,1528,31782,183,10,33452,2072,9075,7726,3460,19475,18954,521,16.61133033,5,33596,7576,25607,11722,9244,2476,3095,782,2002
65936,7283,9716,6680,7339,8708,8430,5528,3289,58486,628,30,65936,5767,18007,13006,12140,32239,30996,1243,32.74197886,19,67615,16678,52329,25702,20042,5661,7583,1823,4612
32006,3547,3492,3525,3993,4777,4273,2795,1483,31327,120,8,32006,2803,9505,7123,4423,13754,13145,609,15.89328706,5,32431,8315,24987,12868,9745,2800,3595,853,2267
14523,331,374,532,389,1635,488,246,296,2795,31,161,14523,7379,31326,563,13797,2693,1126,31,163.9115026,10,309687,49209,241033,86962,66284,13373,21750,5371,12292
76351,9224,8508,9937,10024,11098,8958,5620,2652,71943,670,33,76351,3130,16545,15451,4236,39772,38566,1206,37.91377742,24,72776,15514,58490,26077,19887,4696,6485,1587,3870
40350,4801,4380,4972,5017,6018,5357,3126,1532,39200,183,21,40350,3049,11148,8781,3690,20172,19474,698,20.03668477,4,39450,9441,31258,15202,11628,3096,3933,959,2468
14523,331,19422,532,389,1635,17603,10095,5093,2795,31,108,14523,7105,29085,31869,9657,2693,1126,2554,82.93201206,39,158170,28822,125229,51541,38445,8561,12618,3084,7363
48271,5071,6105,5544,6255,6952,6193,4063,2219,45965,193,13,48271,3582,15107,10012,6434,22475,21683,792,23.97003248,10,48649,12162,38394,18996,13975,4090,5096,1268,3372
82366,10080,10086,9264,9727,11255,10471,7188,3964,72359,1033,40,82366,6351,20794,17783,9942,37645,36116,1529,40.90065868,13,82457,20461,63686,28362,22099,6556,8486,2137,5442
36240,4200,4728,4266,4305,5174,4621,2638,1632,35081,215,19,36240,2253,10448,7474,3532,18376,17722,654,17.99577338,0,36520,8144,28428,12547,10348,2710,3585,858,2186
44111,5911,5163,5632,5618,5867,5112,3165,1783,41632,1079,71,44111,4002,12955,8199,5183,22870,22219,651,21.90429249,7,43779,9380,33276,17943,13277,3569,4480,1073,2791
33370,3984,4099,3710,4113,4600,4125,2631,1337,32395,159,16,33370,2634,9461,6945,3037,16509,15860,649,16.57061142,4,33448,7509,25626,11567,8738,2471,3133,769,1970
20764,2917,2470,2192,2432,2795,2548,1620,917,20294,88,6,20764,2101,6504,3717,2653,9843,9516,327,10.31082336,0,21107,5031,15461,7587,5782,1833,2209,539,1410
32208,3559,4339,3733,3946,4620,4208,2607,1244,30654,260,11,32208,2189,9370,6615,4663,15100,14582,518,15.99359462,6,32293,7164,25644,11067,8514,2599,3258,798,2033
27611,3386,3526,2969,3700,4143,3233,2196,886,26837,89,14,27611,2737,8628,5350,4026,13642,13145,497,13.71085262,0,27840,6079,21250,10882,7926,2337,2879,683,1794
14523,331,20258,532,389,20046,16449,10043,5208,2795,31,128,14523,8059,31283,29384,11784,2693,1126,2362,77.57697839,6,149359,29234,117512,51408,39367,9235,12335,3087,7238
36895,4400,5220,4317,3913,4828,4530,2844,1682,34814,332,20,36895,2885,8808,8851,5447,18898,18283,615,18.32102812,30,37763,8735,28974,14129,10691,2998,3844,935,2410
79344,10304,10589,9699,9047,10519,9681,5819,3079,75673,1282,48,79344,7595,18426,14431,6949,42697,41567,1130,39.40001775,14,78720,16785,60427,26074,20364,5674,7195,1793,4442
39330,6989,4960,4423,4283,4299,3883,2430,1165,38505,177,9,39330,8150,7291,4702,3018,20613,20098,515,19.53018121,0,38720,7291,26551,11635,8629,3037,3312,823,2131
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,240.5449939,188,488694,104898,371217,187428,151828,34844,54466,12591,28767
110007,13041,14498,13789,13458,15084,14235,8678,4368,93454,689,36,110007,9041,30361,24036,16212,48027,45925,2102,54.62640846,34,110839,25713,86446,45106,33714,9107,12723,2885,7399
45668,5147,5080,5123,5657,6548,6093,4082,2185,44271,329,12,45668,3688,13939,9519,5629,21152,20339,813,22.67745527,6,45669,11750,35728,16559,12362,3878,4812,1197,3139
129641,15054,16290,16008,16430,17440,15992,10511,5732,114489,799,78,129641,10755,516,27988,20908,59431,57126,2305,64.37610533,21,129641,30680,101603,54545,40946,10899,14871,3420,8730
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,474.0624993,526,939964,160942,719459,311012,238141,62062,88052,22519,47200
46248,5966,5346,5083,5494,6235,5773,3447,2172,44617,324,38,46248,4678,12010,7781,5212,23481,22735,746,22.96546709,7,46752,10866,34658,16720,12823,3570,4577,1139,2912
10217,1250,1114,1125,1194,1481,1472,885,463,10000,39,1,10217,1025,3060,2051,1186,5214,5071,143,5.073477281,0,10219,2501,7938,3952,3056,882,1084,268,717
35567,3797,4594,4534,4720,4898,4297,2818,1428,32502,165,15,35567,3618,10615,7566,5172,15892,15254,638,17.66158035,4,36035,7957,28077,14147,10417,3105,3908,939,2499
146917,12732,374,17426,14227,14540,14162,8205,4626,126886,31,96,146917,6525,18205,20567,502,69690,67180,2510,72.95488516,38,144436,23773,123951,42062,33591,8780,11462,3070,7128
38346,4768,4818,4293,4482,5415,4659,3008,1795,36899,322,19,38346,2718,10707,7793,4006,19157,18575,582,19.04155425,5,38288,8814,29563,13979,10672,2943,3675,921,2365
70116,8046,7993,7909,9034,10831,9090,5349,2443,68224,424,29,70116,5912,19156,14730,7339,36392,35160,1232,34.81765029,10,69533,15510,54270,27659,20731,5471,7052,1641,4212
14011,1552,1541,1599,1699,2105,1959,1207,634,13548,73,19,14011,1442,4391,2987,1418,7117,6808,309,6.957471879,0,14056,3390,11057,5621,4124,1273,1618,383,1014
47532,6190,5918,5581,5926,6523,5940,3205,1688,45971,254,26,47532,4985,12780,9185,4224,23666,22972,694,23.60306569,0,47421,9969,35928,15830,12862,3503,4400,1073,2728
5844,566,572,633,688,981,873,605,278,5712,19,1,5844,541,2005,1244,560,3201,3089,112,2.90196743,0,5911,1568,4733,2157,1529,480,613,149,395
19489,2333,2170,2140,2267,2799,2652,1721,869,18803,79,2,19489,2259,6095,3501,2979,8597,8264,333,9.677693915,0,19623,4677,15064,7861,5604,1847,2192,540,1460
20845,2247,2209,2252,2533,3348,3046,1821,791,20279,114,1,20845,2215,6364,4469,2597,9350,8943,407,10.3510457,0,20957,5415,16452,8272,5857,1960,2421,575,1542
16927,1997,2109,2019,1989,2389,2255,1475,717,16218,35,5,16927,1580,5215,3754,2406,7169,6883,286,8.405476161,0,17062,4098,13280,6569,5206,1493,1829,449,1179
19102,2114,2440,2421,2298,2625,2570,1455,913,18188,95,7,19102,1434,6388,3732,2167,9323,8979,344,9.485520507,4,19229,4691,15089,6984,5236,1575,1963,486,1293
12410,1442,1307,1360,1531,1785,1767,1086,598,12088,81,5,12410,1119,3733,2699,1345,6140,5926,214,6.162459925,0,12471,3271,9682,4657,3408,1053,1325,323,856
14523,331,374,532,389,1635,488,11876,6192,2795,31,61,14523,7858,516,563,14826,2693,1126,31,84.21565097,32,167391,36197,132170,56990,44013,10663,15898,3690,9208
25540,3019,2796,2986,3030,3759,3686,2012,1125,24745,155,5,25540,1204,6898,6117,2311,13731,13343,388,12.68245177,0,25599,6134,19913,9263,7169,1855,2462,600,1545
12469,1412,1378,1393,1487,1783,1723,1064,593,12102,31,3,12469,1040,4146,2531,1494,6528,6324,204,6.19175768,0,12761,3245,9690,4720,3392,1085,1350,329,876
37779,3915,6202,4363,4451,5107,4349,2713,1561,35248,394,18,37779,2678,10860,7263,3978,16882,16245,637,18.75999787,6,37543,8058,30379,14283,10238,2792,3698,871,2222
24851,2967,2732,2594,3064,3399,3232,2203,1361,24099,93,17,24851,2286,7383,5203,3322,11614,11160,454,12.34031359,0,25203,6468,19193,9235,6391,2196,2666,673,1806
28523,3475,3386,3185,3517,4015,3492,2230,1268,27657,279,7,28523,2047,8359,5341,3117,14080,13573,507,14.16372639,0,28372,6402,21768,9991,7379,2175,2716,670,1738
16663,1942,1946,1808,2046,2424,2140,1344,788,16153,64,6,16663,1770,5300,2955,1760,9038,8778,260,8.274381123,0,16765,4040,12874,6166,4751,1463,1762,436,1150
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,134.4573277,74,268613,57385,206766,92042,72368,18610,25783,6329,14844
23878,2883,2921,2785,3229,3475,2886,1855,820,23195,232,20,23878,2627,7226,4547,3642,10612,10197,415,11.85714892,4,23722,5247,18473,9730,6946,2153,2496,609,1596
44593,5313,5246,5205,5601,6569,5738,3299,1827,42814,383,63,44593,3679,13118,7971,5065,23195,22476,719,22.14364025,0,44339,10052,34423,17393,13081,3406,4457,1063,2703
20327,2230,2165,2248,2459,3118,2794,1767,904,19768,78,0,20327,1423,6465,4364,1839,10983,10623,360,10.09382135,0,20610,5172,15887,7191,5592,1633,2064,504,1323
22935,2750,2622,2584,2806,3197,3226,1884,894,22395,53,0,22935,2515,6636,4924,2512,10484,10030,454,11.38888142,1,22966,5553,17706,9113,7082,2074,2599,617,1619
34586,3818,4317,3472,3946,4993,5046,3099,1490,33531,215,19,34586,2340,9048,7384,3638,20351,19809,542,17.17444311,2,34459,8776,27467,14148,9971,2720,3539,859,2268
20690,2116,2779,2772,2823,2817,2538,1639,883,19273,56,2,20690,1675,6652,4942,2513,8616,8214,402,10.27407702,4,20900,4547,16711,8469,6768,1775,2246,537,1389
10717,1438,1139,1246,1327,1557,1312,833,420,10368,42,5,10717,1213,3495,1769,1873,5096,4898,198,5.321763338,0,10617,2474,8072,4220,3261,986,1205,286,771
14523,331,374,532,389,18583,16501,9307,5571,2795,31,107,14523,8638,26092,30267,502,2693,1126,31,95.86225332,30,186081,28594,153065,52468,43164,10628,14474,3676,8250
15128,1587,1702,1563,1886,2211,2068,1437,776,14694,85,5,15128,1267,4480,2651,1250,9238,8979,259,7.512142929,0,15290,3910,11993,5673,4150,1192,1549,381,1003
7037,731,858,758,866,1119,947,608,297,6799,34,3,7037,573,2413,1188,742,3671,3556,115,3.494377961,0,7225,1800,5613,2613,2032,603,742,183,477
14523,331,374,532,389,1635,488,12285,296,2795,31,0,14523,12694,516,563,502,2693,1126,31,89.86664162,154,181831,40560,141927,63600,48823,13588,17973,4493,10873
15479,1763,1754,1681,1975,2106,2132,1350,730,15092,40,8,15479,1065,4850,3596,2306,7169,6774,395,7.686439741,6,15644,4085,12100,5622,4211,1311,1629,402,1058
107386,12223,19363,12936,12027,12815,12159,7498,4416,94359,31,43,107386,8236,22265,21677,18824,49142,46989,2153,53.32489295,54,107723,22306,85421,39450,27506,8351,10277,2649,6495
31280,3353,3846,3290,3589,4245,4082,2707,1961,30227,181,8,31280,2539,9222,5954,3631,14901,14381,520,15.5327757,0,31848,8461,24768,11008,7901,2604,3260,831,2153
8263,974,833,906,1014,1226,1103,747,414,8063,49,6,8263,497,2541,1732,796,4219,4083,136,4.103175372,0,8269,2214,6408,2985,2281,633,830,203,534
62567,7529,6637,7597,8277,8633,7843,4813,2469,58682,1669,29,62567,2967,13321,13586,4373,33148,32176,972,31.06902741,24,61581,13734,47646,20445,15056,3914,5465,1338,3327
27943,3349,3315,3210,3555,4137,3608,2130,1002,27364,81,5,27943,2967,8387,5327,3703,13767,13282,485,13.87571456,0,27807,6355,21559,10051,8063,2388,2782,692,1813
65936,7762,8162,7520,7909,8962,8503,5335,3339,59688,689,65,65936,6050,17383,13946,10094,31319,30193,1126,32.74197886,30,66972,16958,51461,24215,18629,5618,7209,1780,4488
28206,3812,3229,3272,3183,3827,3615,2139,1389,27364,191,12,28206,1675,7525,6220,2344,14396,13991,405,14.00631303,7,27832,6613,21224,9428,6877,2088,2687,662,1706
24133,3054,2682,2458,2887,3236,3392,2096,1190,23298,134,12,24133,1897,6908,5084,2025,13639,13220,419,11.98377481,0,24279,6402,18486,9016,6636,1896,2528,600,1566
34074,4171,3900,3974,4216,4789,4582,2549,1483,33128,195,14,34074,1699,9240,7469,2377,17645,17141,504,16.92019819,0,33481,8060,26175,10591,8245,2398,3107,771,1980
7063,806,718,810,713,1032,1006,600,533,6910,27,3,7063,295,2204,1825,667,4116,4018,98,4.836008168,0,7192,2161,5535,2418,1959,431,636,183,470
3645,427,355,395,361,563,532,372,223,3557,27,1,3645,160,1056,1006,460,2119,2078,41,2.495717085,0,3785,1142,2877,1390,1125,224,330,95,244
13832,1837,1399,1421,1359,1915,2073,1308,838,13274,68,39,13832,1196,3770,2930,1581,7366,7140,226,9.470715699,0,13940,4004,10580,4929,4105,869,1270,362,943
12437,1482,1260,1313,1327,1696,1827,1232,767,12024,84,8,12437,815,3303,3276,1864,5856,5662,194,8.515564716,3,12547,3759,9663,5093,4049,855,1241,350,903
5506,631,559,526,540,846,807,544,455,5383,26,1,5506,421,1657,1457,589,3116,3040,76,3.769936426,0,5711,1817,4381,2096,1590,364,517,152,391
25642,3161,2597,2899,3049,3993,3237,2023,1334,25014,95,14,25642,1085,6420,6167,2000,13356,12995,361,17.55697599,0,25646,5969,19654,8847,7174,1361,2041,578,1435
132408,16433,374,16098,13731,14876,15464,8805,5723,111927,31,0,132408,7270,25266,27185,20811,68953,67044,1909,90.65923397,24,132960,28271,103598,40323,33773,6779,9917,2944,6845
26346,2867,3024,3355,3158,3787,3681,1920,1275,25458,139,7,26346,1054,5965,6871,2274,14816,14499,317,18.03900201,3,26381,6491,20739,9103,7487,1408,2050,604,1473
24947,2927,3197,2901,2825,3021,2941,2094,1400,24056,271,5,24947,623,5277,5474,1547,13845,13564,281,17.08111224,0,24741,6207,19380,8624,6996,1172,1782,531,1299
21199,2880,2200,2615,2368,2851,2572,1628,972,20663,129,3,21199,821,5433,4835,2224,11185,10899,286,14.51487147,0,21101,4777,15668,7260,5860,1082,1616,454,1140
19874,2896,2768,2503,2034,2402,2278,1232,949,16480,1924,0,19874,2840,3762,3658,1932,11349,11108,241,13.6076492,5,20369,4287,14814,6634,5081,1038,1699,464,1111
14539,1652,1464,1652,1588,1935,2062,1331,954,14210,137,3,14539,760,3928,3893,1290,7833,7618,215,9.954795803,0,14822,4297,11268,5142,4135,843,1246,357,908
9699,1171,1086,1113,988,1243,1405,866,730,9303,27,0,9699,418,2557,2677,1023,4290,4182,108,6.640866944,2,9814,3002,7616,3568,2643,598,875,256,657
20154,2733,2148,2216,2146,2758,2660,1530,1344,19508,110,4,20154,892,5013,4823,1576,10811,10609,202,13.7993641,6,20428,5287,15215,6403,5143,1064,1531,463,1151
12930,1480,1320,1328,1369,1783,1824,1255,900,12571,50,60,12930,1109,3568,2891,1594,7098,6908,190,8.853119866,4,13327,3898,10043,4586,3535,858,1233,353,907
18627,2074,1887,2171,2270,2778,2530,1445,1062,18088,129,11,18627,665,4667,4670,1391,10759,10499,260,12.75383324,0,18368,4727,14510,6813,5848,960,1457,419,1040
42647,4791,4855,4775,4515,6065,6229,3644,2733,40429,464,63,42647,2118,9449,12138,4316,23298,22691,607,29.20023225,18,43134,12003,33828,15494,12280,2468,3651,1093,2652
11321,1355,1118,1199,1112,1567,1728,1015,913,10930,67,27,11321,615,2968,2907,1032,5943,5815,128,7.751443929,0,11577,3637,8853,3787,3045,693,1029,306,774
11964,1486,1242,1251,1260,1725,1699,1024,708,11710,42,2,11964,645,3627,2650,1019,6407,6234,173,8.191703486,0,12140,3281,9149,3877,3202,685,1022,287,734
9423,1346,994,1117,1037,1244,1211,696,486,8966,77,18,9423,684,2601,1939,1036,4801,4665,136,6.451890835,0,9267,2256,6993,3109,2594,549,805,229,569
16134,1983,1731,1965,1766,2109,2210,1323,1043,15602,135,1,16134,745,3906,4210,1531,8583,8310,273,11.046886,0,16387,4559,12482,5178,4082,929,1356,401,1001
17556,1966,1705,1768,1802,2538,2804,1681,1196,17131,46,16,17556,1113,5502,3848,1627,10133,9812,321,12.02052377,0,17711,5374,13851,6267,5236,1154,1691,482,1246
46518,5727,5184,5192,5273,6751,6135,3879,2510,43704,303,23,46518,2924,12170,11389,5727,22606,21878,728,31.85069064,10,47587,12082,35916,17030,12283,2822,4122,1160,2969
17158,2404,2068,2063,1951,2159,1982,1273,841,15685,402,44,17158,2481,4021,3234,2072,8122,7846,276,11.74801475,0,17131,3829,12835,6011,5057,1030,1529,430,1046
90180,14318,10672,14945,12514,10160,7806,4411,2753,81683,31,68,90180,2562,9851,15319,4687,47653,46835,818,61.74588937,0,80864,12950,65139,22395,19411,2823,4633,1410,3026
9017,1497,997,967,959,1074,1065,646,466,8839,29,0,9017,937,1888,1614,1130,4251,4138,113,6.173904241,0,8834,2110,6370,2804,2210,521,718,206,524
7890,952,1322,740,734,850,970,653,473,7499,62,20,7890,550,1828,1342,1458,4322,4225,97,5.402251798,0,8105,2081,6163,2614,1997,505,690,207,519
17069,2132,1746,1837,1869,2588,2354,1305,970,16677,62,2,17069,1030,5102,3742,1521,10411,10196,215,11.6870768,0,17326,4418,13038,6016,5111,999,1468,412,1048
39138,4775,4371,4579,4411,5266,5300,3401,2211,35082,402,21,39138,2321,9033,10517,4887,19450,18816,634,26.79763382,12,39876,10621,30332,14497,10859,2416,3732,1019,2523
17153,1739,1666,1761,1891,2292,2932,1827,1191,16718,143,7,17153,535,3558,4609,1330,9865,9554,311,11.74459127,3,17000,5604,13865,6148,4756,972,1563,453,1116
96854,12050,13096,11767,10268,12851,12017,6920,4922,89864,1315,0,96854,4911,21282,18703,10555,55213,53880,1333,66.31555077,18,96571,22155,74817,31106,26111,4794,7167,2111,5034
9253,978,1085,1045,992,1218,1374,756,600,8710,65,7,9253,615,2155,2390,993,5292,5147,145,6.335492507,0,9661,2546,7342,3422,2672,566,840,243,612
19660,2186,2405,2048,1943,2840,2756,1723,1259,18819,233,10,19660,1096,5375,4619,2203,10572,10259,313,13.46112425,0,20139,5519,15568,7099,5713,1208,1806,513,1300
15761,1908,1744,1690,1670,2210,2078,1467,950,14808,234,17,15761,1167,3700,3842,1762,8806,8569,237,10.79149437,0,15904,4425,12121,5714,4582,1001,1454,418,1058
10124,1234,1037,1114,1078,1375,1460,894,612,9726,59,12,10124,672,2566,2629,984,5783,5660,123,6.931862763,0,10326,2904,7775,3941,3258,633,979,270,686
6993,842,664,746,757,957,1095,620,457,6783,31,3,6993,375,1790,1862,686,3704,3635,69,4.788079445,0,6985,2030,5426,2563,2008,439,629,186,471
8981,1142,905,937,965,1210,1285,803,587,8717,44,5,8981,399,2486,2136,1073,5400,5278,122,6.149255183,4,9046,2584,6903,3581,2644,533,787,227,577
12304,1468,1309,1416,1380,1664,1593,1096,763,12068,43,7,12304,500,2660,3047,819,6544,6382,162,8.424500142,0,12354,3350,9486,4037,3396,613,930,278,691
10720,1207,1000,1112,1209,1533,1561,976,690,10433,43,8,10720,539,2904,2594,1198,5570,5426,144,7.339941606,0,10664,3168,8319,3696,3128,641,941,274,694
14952,1830,1562,1730,1684,2116,2015,1188,946,14055,354,1,14952,691,3319,3985,1230,6936,6749,187,10.23757527,0,15201,4022,11563,4942,4151,799,1209,356,879
10712,1185,1089,1160,1169,1483,1586,924,741,10399,62,9,10712,511,2827,2612,902,5974,5836,138,7.334464038,0,10971,3061,8387,3720,2919,605,888,265,671
16868,1739,1832,1901,1837,2323,2475,1464,1174,16152,168,7,16868,1013,4169,4550,1594,8248,8013,235,11.54945289,0,17239,4835,13501,6361,4685,986,1501,431,1096
14134,1731,1427,1535,1678,2080,1898,1183,754,13785,50,0,14134,813,3758,3464,1347,7291,7130,161,9.677493905,0,14196,3779,10856,4975,3713,833,1217,342,863
20067,2341,2636,2383,2372,2671,2464,1622,1007,18538,523,31,20067,967,5149,4815,2020,9580,9343,237,13.73979554,0,19865,4736,15733,6875,5774,1102,1661,469,1161
9187,1215,927,998,952,1279,1199,790,580,8983,31,6,9187,613,2575,2186,921,5180,5049,131,6.290302568,0,9321,2496,6909,3057,2487,544,779,226,577
9547,1171,940,1156,974,1295,1310,807,660,9262,49,2,9547,520,2401,2368,911,5180,5050,130,6.536793145,0,9586,2548,7312,3374,2523,576,843,245,621
6841,897,682,764,671,909,960,593,476,6666,42,4,6841,315,1845,1743,693,4091,4011,80,4.684005646,0,6965,2010,5185,2284,1794,391,570,168,426
16141,2033,1728,1864,1828,2368,2122,1196,957,15720,81,6,16141,696,4222,4145,1177,10407,10192,215,11.05167887,0,16231,3976,12383,5398,4681,863,1310,371,919
19432,2250,2020,2060,2097,2953,2721,1707,1134,18792,72,119,19432,1046,5705,4313,2123,10932,10631,301,13.30501355,0,19409,5316,15101,6690,5451,1175,1727,487,1231
37147,4384,4119,4660,4513,5131,4636,2960,2032,35409,249,22,37147,1623,11010,8682,3633,19266,18760,506,25.434404,4,36789,9289,28801,13023,10772,2070,3133,867,2147
18381,1539,3571,2151,1771,2066,3175,1639,831,15313,31,4,18381,935,3540,4263,2740,9203,8984,219,12.58539801,0,17945,5327,15523,6140,4812,1046,1610,468,1146
151260,17334,374,532,15937,14920,13782,7282,4028,125562,31,77,151260,4100,13985,22501,502,2693,1126,1635,103.5671238,95,144425,21650,121077,37379,34386,5487,8941,2667,5763
20744,2257,2179,2533,2452,3029,2753,1713,1238,19751,190,8,20744,1212,5809,4905,2223,10484,10172,312,14.20333476,0,20468,5304,16305,7361,6033,1260,1855,524,1320
10225,1272,1050,1114,1103,1414,1438,898,654,10001,33,0,10225,534,2948,2376,1258,5088,4941,147,7.001017064,0,10223,2899,7879,3687,2923,614,882,258,656
14908,1719,1499,1576,1412,2128,2163,1367,1197,14408,91,12,14908,597,3993,4084,1477,8514,8342,172,10.20744864,0,15166,4508,11640,5431,4493,885,1393,394,1010
34055,4067,3900,3950,3875,4844,4851,2986,1677,31960,225,9,34055,1913,10007,8682,4758,15996,15358,638,23.31732382,10,34785,9123,26758,12117,9793,2200,3186,891,2226
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,7943,516,563,20652,2693,1126,31,154.6789989,44,220008,45693,173399,71501,60863,10173,16070,4608,10568
11169,1356,1271,1367,1283,1653,1416,844,554,10385,449,11,11169,1393,2812,2402,1183,6075,5916,159,7.64737013,0,11238,2610,8643,3921,3120,675,1034,280,687
8645,1084,951,851,904,1237,1220,774,534,8463,30,6,8645,429,2465,2026,1290,4467,4378,89,5.919197312,0,8600,2459,6637,3074,2482,539,793,224,577
11811,1806,1194,1402,1326,1366,1403,812,698,11534,42,18,11811,719,2776,2490,806,6949,6842,107,8.086944991,0,11745,2710,8464,3706,2869,570,843,244,605
16249,2035,1548,1926,2217,2305,2004,1156,688,15754,126,1,16249,554,3868,3776,1127,8397,8132,265,11.12562604,0,15720,3468,12202,5262,4539,786,1136,332,805
22000,2903,2673,2596,2506,2779,2764,1624,1123,20858,356,11,22000,1317,5799,4478,2639,11695,11406,289,15.063313,0,22301,5458,16734,6617,5305,1259,1827,526,1296
33407,4094,4149,3823,3843,4477,3965,2500,1607,32115,467,14,33407,1431,7665,6814,2938,17849,17486,363,22.87364079,3,33127,7804,25515,10835,9313,1661,2445,725,1776
